IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
131.186.63.35,80,false,NRT,Asia Pacific,Tokyo,177 ms,69177 kB/s
168.138.205.195,80,false,NRT,Asia Pacific,Tokyo,186 ms,63579 kB/s
141.147.181.148,80,false,NRT,Asia Pacific,Tokyo,183 ms,55007 kB/s
140.238.32.238,80,false,NRT,Asia Pacific,Tokyo,176 ms,54784 kB/s
132.145.121.34,80,false,NRT,Asia Pacific,Tokyo,183 ms,51948 kB/s
158.178.246.169,80,false,SIN,Asia Pacific,Singapore,47 ms,49813 kB/s
131.186.63.184,80,false,NRT,Asia Pacific,Tokyo,182 ms,48321 kB/s
155.248.180.103,80,false,NRT,Asia Pacific,Tokyo,184 ms,45543 kB/s
158.178.242.5,80,false,SIN,Asia Pacific,Singapore,219 ms,45304 kB/s
132.145.121.175,80,false,NRT,Asia Pacific,Tokyo,182 ms,44761 kB/s
132.226.6.5,80,false,NRT,Asia Pacific,Tokyo,183 ms,44530 kB/s
131.186.35.189,80,false,NRT,Asia Pacific,Tokyo,172 ms,44486 kB/s
138.2.11.179,80,false,NRT,Asia Pacific,Tokyo,180 ms,44259 kB/s
158.178.242.56,80,false,SIN,Asia Pacific,Singapore,47 ms,43817 kB/s
132.226.5.76,80,false,NRT,Asia Pacific,Tokyo,177 ms,42563 kB/s
131.186.34.244,80,false,NRT,Asia Pacific,Tokyo,176 ms,41100 kB/s
150.230.193.89,80,false,NRT,Asia Pacific,Tokyo,181 ms,40450 kB/s
131.186.62.26,80,false,NRT,Asia Pacific,Tokyo,180 ms,40008 kB/s
150.230.192.173,80,false,NRT,Asia Pacific,Tokyo,181 ms,38838 kB/s
158.178.242.56,80,false,SIN,Asia Pacific,Singapore,53 ms,35440 kB/s
150.230.196.73,80,false,NRT,Asia Pacific,Tokyo,178 ms,34712 kB/s
158.101.70.155,80,false,NRT,Asia Pacific,Tokyo,185 ms,34356 kB/s
140.238.59.255,80,false,NRT,Asia Pacific,Tokyo,184 ms,33708 kB/s
158.178.242.56,80,false,SIN,Asia Pacific,Singapore,215 ms,32381 kB/s
132.145.114.4,80,false,NRT,Asia Pacific,Tokyo,182 ms,31735 kB/s
141.147.164.123,80,false,NRT,Asia Pacific,Tokyo,171 ms,31693 kB/s
132.145.114.4,80,false,NRT,Asia Pacific,Tokyo,174 ms,30603 kB/s
43.153.181.217,80,false,NRT,Asia Pacific,Tokyo,89 ms,30037 kB/s
141.147.179.64,80,false,NRT,Asia Pacific,Tokyo,184 ms,29695 kB/s
132.145.125.86,80,false,NRT,Asia Pacific,Tokyo,185 ms,29560 kB/s
